no;provid;countyid;zupu;pczupu;anyzupu;avggrain;nograin;urban;dis_bj;dis_pc;rice;minority;edu;lnpop;year;mortality;lnpczupu;uniqueid;G
48;52;12;0;0;0;303.0122681;16.88519287;7.41;1911.771724;209.2765063;1;1;1.80029583;12.10226631;1962;10.83;0;52-12;0
49;52;12;0;0;0;303.0122681;16.88519287;7.41;1911.771724;209.2765063;1;1;1.80029583;12.10226631;1963;15.35;0;52-12;0
50;52;12;0;0;0;303.0122681;16.88519287;7.41;1911.771724;209.2765063;1;1;1.80029583;12.10226631;1964;20.64;0;52-12;0
51;52;12;0;0;0;303.0122681;16.88519287;7.41;1911.771724;209.2765063;1;1;1.80029583;12.10226631;1965;15.45;0;52-12;0
52;52;12;0;0;0;303.0122681;16.88519287;7.41;1911.771724;209.2765063;1;1;1.80029583;12.10226631;1966;13.64;0;52-12;0
53;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1954;11.69;0;42-13;0
54;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1955;10.87;0;42-13;0
55;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1956;14.82;0;42-13;0
56;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1957;11.56;0;42-13;0
57;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1958;11.04;0;42-13;0
58;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1959;12.98;0;42-13;0
59;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1960;28.52;0;42-13;0
60;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1961;6.54;0;42-13;0
61;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1962;6.52;0;42-13;0
62;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1963;7.71;0;42-13;0
63;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1964;5.54;0;42-13;0
64;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1965;8.52;0;42-13;0
65;42;13;0;0;0;480.3049927;22.38206482;8.62;975.1287514;116.4263158;1;0;1.974760652;12.63850403;1966;7.47;0;42-13;0
66;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1954;9.14;0;13-15;0
67;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1955;10.16;0;13-15;0
68;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1956;9.83;0;13-15;0
69;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1957;8.97;0;13-15;0
70;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1958;6.36;0;13-15;0
71;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1959;8.37;0;13-15;0
72;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1960;10.26;0;13-15;0
73;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1961;9.66;0;13-15;0
74;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1962;8.12;0;13-15;0
75;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1963;11.05;0;13-15;0
76;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1964;13.03;0;13-15;0
77;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1965;7.47;0;13-15;0
78;13;15;0;0;0;151.579422;18.20100403;2.5;185.7798246;187.3224624;0;0;3.343420982;12.18484879;1966;8.04;0;13-15;0
79;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1954;10.69;0.112867339;37-16;1
80;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1955;13.47;0.112867339;37-16;1
81;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1956;12.37;0.112867339;37-16;1
82;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1957;10.52;0.112867339;37-16;1
83;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1958;14.49;0.112867339;37-16;1
84;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1959;15.4;0.112867339;37-16;1
85;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1960;12.48;0.112867339;37-16;1
86;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1961;12.98;0.112867339;37-16;1
87;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1962;11.27;0.112867339;37-16;1
88;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1963;10.76;0.112867339;37-16;1
89;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1964;12.66;0.112867339;37-16;1
90;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1965;10.33;0.112867339;37-16;1
91;37;16;2;0.119483411;1;234.3574982;28.90972137;1.77;481.7666551;184.4256508;0;0;1.988469243;13.51221275;1966;10.21;0.112867339;37-16;1
92;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1954;17.4;0;61-18;0
93;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1955;17.9;0;61-18;0
94;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1956;19.3;0;61-18;0
95;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1957;18.2;0;61-18;0
96;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1958;16.2;0;61-18;0
97;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1959;17.3;0;61-18;0
98;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1960;19;0;61-18;0
99;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1961;12.8;0;61-18;0
100;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1962;12;0;61-18;0
101;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1963;10.7;0;61-18;0
102;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1964;7;0;61-18;0
103;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1965;19;0;61-18;0
104;61;18;0;0;0;221.7900085;17.03013611;5.3;676.8818472;250.5353404;0;0;0.822580636;11.0833416;1966;14.2;0;61-18;0
105;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1954;13.15;0;52-19;0
106;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1955;14.3;0;52-19;0
107;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1956;14.27;0;52-19;0
108;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1957;16.64;0;52-19;0
109;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1958;12.48;0;52-19;0
110;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1959;19.35;0;52-19;0
111;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1960;35.58;0;52-19;0
112;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1961;36.46;0;52-19;0
113;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1962;11.96;0;52-19;0
114;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1963;17.06;0;52-19;0
115;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1964;19.15;0;52-19;0
116;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1965;14.19;0;52-19;0
117;52;19;0;0;0;319.4924622;19.83718109;19.38;1756.434449;52.72071369;1;1;1.545946002;12.69368553;1966;13.5;0;52-19;0
118;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1954;10.29;0.513505395;35-22;1
119;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1955;7.06;0.513505395;35-22;1
120;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1956;6.37;0.513505395;35-22;1
121;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1957;6.64;0.513505395;35-22;1
122;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1958;6.29;0.513505395;35-22;1
123;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1959;8.64;0.513505395;35-22;1
124;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1960;9.84;0.513505395;35-22;1
125;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1961;12.72;0.513505395;35-22;1
126;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1962;8.72;0.513505395;35-22;1
127;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1963;8.15;0.513505395;35-22;1
128;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1964;9.3;0.513505395;35-22;1
129;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1965;8.52;0.513505395;35-22;1
130;35;22;2;0.671138942;1;332.8518982;6.292015076;3.76;1649.823141;201.9624918;1;0;2.068241358;12.85765839;1966;8.8;0.513505395;35-22;1
131;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1954;4.48;0;51-23;0
132;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1955;5.82;0;51-23;0
133;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1956;7.54;0;51-23;0
134;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1957;9.96;0;51-23;0
135;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1958;24.2;0;51-23;0
136;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1959;48.08;0;51-23;0
137;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1960;54.08;0;51-23;0
138;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1961;20.52;0;51-23;0
139;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1962;14.71;0;51-23;0
140;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1963;10.06;0;51-23;0
141;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1964;8.37;0;51-23;0
142;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1965;8.35;0;51-23;0
143;51;23;0;0;0;409.8006592;23.00317383;10.44;1392.115102;102.0613083;0;0;2.168855429;12.62714577;1966;9.51;0;51-23;0
144;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1954;14.27;0;13-25;0
145;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1955;10.2;0;13-25;0
146;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1956;13.7;0;13-25;0
147;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1957;11.03;0;13-25;0
148;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1958;11.4;0;13-25;0
149;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1959;11.16;0;13-25;0
150;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1960;14.2;0;13-25;0
151;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1961;12.17;0;13-25;0
152;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1962;8.27;0;13-25;0
153;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1963;8.79;0;13-25;0
154;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1964;8.49;0;13-25;0
155;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1965;7.03;0;13-25;0
156;13;25;0;0;0;69.72302246;15.88006592;2.59;110.8041392;132.3045361;0;0;1.533665776;12.24769402;1966;6.51;0;13-25;0
157;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1954;6.96;0.022441487;51-29;0
158;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1955;8.06;0.022441487;51-29;0
159;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1956;8.37;0.022441487;51-29;0
160;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1957;10.73;0.022441487;51-29;0
161;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1958;31.65;0.022441487;51-29;0
162;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1959;38.52;0.022441487;51-29;0
163;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1960;43.94;0.022441487;51-29;0
164;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1961;31.27;0.022441487;51-29;0
165;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1962;16.27;0.022441487;51-29;0
166;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1963;11.77;0.022441487;51-29;0
167;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1964;11.63;0.022441487;51-29;0
168;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1965;9.4;0.022441487;51-29;0
169;51;29;1;0.022695191;1;366.5620422;10.73166656;2.74;1458.53043;134.1618497;1;0;2.095078945;13.76182461;1966;8.63;0.022441487;51-29;0
170;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1954;11.31;0;14-30;0
171;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1955;11.36;0;14-30;0
172;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1956;11.49;0;14-30;0
173;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1957;11.69;0;14-30;0
174;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1958;12.57;0;14-30;0
175;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1959;12.62;0;14-30;0
176;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1960;12.22;0;14-30;0
177;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1961;11.57;0;14-30;0
178;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1962;11.93;0;14-30;0
179;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1963;12.37;0;14-30;0
180;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1964;12.42;0;14-30;0
181;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1965;12.33;0;14-30;0
182;14;30;0;0;0;550.8748779;10.78527832;6.08;522.5780256;187.5919898;0;0;1.612121224;10.76713657;1966;14.54;0;14-30;0
183;51;34;0;0;0;387.5066223;9.889854431;9.1;1437.847781;282.0898628;1;0;3.28460288;13.70065689;1954;14.03;0;51-34;0
184;51;34;0;0;0;387.5066223;9.889854431;9.1;1437.847781;282.0898628;1;0;3.28460288;13.70065689;1955;10.03;0;51-34;0
185;51;34;0;0;0;387.5066223;9.889854431;9.1;1437.847781;282.0898628;1;0;3.28460288;13.70065689;1956;38.3;0;51-34;0
186;51;34;0;0;0;387.5066223;9.889854431;9.1;1437.847781;282.0898628;1;0;3.28460288;13.70065689;1957;10.36;0;51-34;0
187;51;34;0;0;0;387.5066223;9.889854431;9.1;1437.847781;282.0898628;1;0;3.28460288;13.70065689;1958;18.6;0;51-34;0
188;51;34;0;0;0;387.5066223;9.889854431;9.1;1437.847781;282.0898628;1;0;3.28460288;13.70065689;1959;29.49;0;51-34;0
189;51;34;0;0;0;387.5066223;9.889854431;9.1;1437.847781;282.0898628;1;0;3.28460288;13.70065689;1960;30.6;0;51-34;0
